HELPER ,Helper 2,NAMING CONVENTION,Inspection Task,Frequency,Unit Abb,REVIEWED COMMENTS,JB Task Assignment,Description,Measurement Type,Expected Value,Response Type
8.2ELBi-Weekly,8.2,8.2-EL-Bi-Weekly,8.2-2M-EL-30A,Bi-Weekly,EL,,SCHINDLER,WEEKB: All structural components shall be inspected to ensure that their integrity has not been compromised ,YesNo,Yes,Specific List
8.2ELBi-Weekly,8.2,8.2-EL-Bi-Weekly,8.2-2M-EL-3A,Bi-Weekly,EL,,SCHINDLER,WEEKB: General Inspection of all machinery Lubricate as required,YesNo,Yes,Specific List
8.2ELBi-Weekly,8.2,8.2-EL-Bi-Weekly,8.2-2M-EL-4,Bi-Weekly,EL,,SCHINDLER,WEEKA: Inspect all lighting associated with the ElevatorsRelamp as necessary,YesNo,Yes,Specific List
8.2ELBi-Weekly,8.2,8.2-EL-Bi-Weekly,8.2-2M-EL-4A,Bi-Weekly,EL,,SCHINDLER,WEEKB: Inspect all lighting associated with the ElevatorsRelamp as necessary,YesNo,Yes,Specific List
8.2ELBi-Weekly,8.2,8.2-EL-Bi-Weekly,8.2-2M-EL-5,Bi-Weekly,EL,,SCHINDLER,"WEEKA: Check Alarms., leveling, operation of hoistways and car door interlocks Adjust as need it",YesNo,Yes,Specific List
8.2ELBi-Weekly,8.2,8.2-EL-Bi-Weekly,8.2-2M-EL-5A,Bi-Weekly,EL,,SCHINDLER,"WEEKB: Check Alarms., leveling, operation of hoistways and car door interlocks Adjust as need it",YesNo,Yes,Specific List
8.2ELBi-Weekly,8.2,8.2-EL-Bi-Weekly,8.2-2M-EL-6,Bi-Weekly,EL,,SCHINDLER,WEEKA:  Clean all exterior surfaces,YesNo,Yes,Specific List
8.2ELBi-Weekly,8.2,8.2-EL-Bi-Weekly,8.2-2M-EL-6A,Bi-Weekly,EL,,SCHINDLER,WEEKB:  Clean all exterior surfaces,YesNo,Yes,Specific List
8.2ELWeekly,8.2,8.2-EL-Weekly,8.2-4M-EL-26,Weekly,EL,,SCHINDLER,"WEEK1: Check for any excessive noise, vibration, and abnormal operation Eliminate all excessive noise, vibration, and abnormal operation",YesNo,Yes,Specific List
8.2ELWeekly,8.2,8.2-EL-Weekly,8.2-4M-EL-26A,Weekly,EL,,SCHINDLER,"WEEK2: Check for any excessive noise, vibration, and abnormal operation Eliminate all excessive noise, vibration, and abnormal operation",YesNo,Yes,Specific List
8.2ELWeekly,8.2,8.2-EL-Weekly,8.2-4M-EL-26B,Weekly,EL,,SCHINDLER,"WEEK3: Check for any excessive noise, vibration, and abnormal operation Eliminate all excessive noise, vibration, and abnormal operation",YesNo,Yes,Specific List
8.2ELWeekly,8.2,8.2-EL-Weekly,8.2-4M-EL-26C,Weekly,EL,,SCHINDLER,"WEEK4: Check for any excessive noise, vibration, and abnormal operation Eliminate all excessive noise, vibration, and abnormal operation",YesNo,Yes,Specific List
8.2ELAnnual,8.2,8.2-EL-Annual,8.2-A-EL-24,Annual,EL,,SCHINDLER," Thoroughly clean car and counterweight guide rails using a non-flammable or high flash point solvent to remove lint, dust, and excess lubricant in accordance with ASME A17 .1 Section 8.6.4.3.",YesNo,Yes,Specific List
8.2ELAnnual,8.2,8.2-EL-Annual,8.2-A-EL-25,Annual,EL,,SCHINDLER," Thoroughly clean the mechanism, pit, top and bottom of the car, hoistway, machine room, and all other elevator components and areas",YesNo,Yes,Specific List
8.2ELMonthly,8.2,8.2-EL-Monthly,8.2-M-EL-10,Monthly,EL,,SCHINDLER,Inspect the hoistway and pit Clean and lubricate equipment as required—service guide rail lubricators.,YesNo,Yes,Specific List
8.2ELMonthly,8.2,8.2-EL-Monthly,8.2-M-EL-11,Monthly,EL,,SCHINDLER,"Observe operation of the motor-generator, governor, traction machinery sheaves ",YesNo,Yes,Specific List
8.2ELMonthly,8.2,8.2-EL-Monthly,8.2-M-EL-12,Monthly,EL,,SCHINDLER,Test manual and emergency control ,YesNo,Yes,Specific List
8.2ELMonthly,8.2,8.2-EL-Monthly,8.2-M-EL-13,Monthly,EL,,SCHINDLER,Check oil level in car and counterweight oil buffers add oil as needed,YesNo,Yes,Specific List
8.2ELMonthly,8.2,8.2-EL-Monthly,8.2-M-EL-14,Monthly,EL,,SCHINDLER,"Visually inspect controller, selector, contacts, and relays. Check adjustment and repair as required",YesNo,Yes,Specific List
8.2ELMonthly,8.2,8.2-EL-Monthly,8.2-M-EL-15,Monthly,EL,,SCHINDLER," Check hoistway doors. Clean, lubricate, and adjust tracks, hangers, eccentrics, linkage, gibs, and interlocks",YesNo,Yes,Specific List
8.2ELMonthly,8.2,8.2-EL-Monthly,8.2-M-EL-16,Monthly,EL,,SCHINDLER," Clean, adjust, and lubricate car door or gate tracks, pivots, gibs, hangers, car grille, and stile channels",YesNo,Yes,Specific List
8.2ELMonthly,8.2,8.2-EL-Monthly,8.2-M-EL-31,Monthly,EL,,SCHINDLER," Phase I recall and minimum one-floor Phase II operation of Firefighter's service, as defined in ASME 17.1",YesNo,Yes,Specific List
8.2ELMonthly,8.2,8.2-EL-Monthly,8.2-M-EL-7,Monthly,EL,,SCHINDLER,Observe full operation of elevator ,YesNo,Yes,Specific List
8.2ELMonthly,8.2,8.2-EL-Monthly,8.2-M-EL-8,Monthly,EL,,SCHINDLER,"Check door operation clean lubricate, and adjust brake checks linkages gears wiringm motor, check keys, set screws, contacts, chains and cams",YesNo,Yes,Specific List
8.2ELMonthly,8.2,8.2-EL-Monthly,8.2-M-EL-9,Monthly,EL,,SCHINDLER,"Inspect interior of cab, telephone, or coms system, normal and emergency lighting, emergency call system ",YesNo,Yes,Specific List
8.2ELQuarterly,8.2,8.2-EL-Quarterly,8.2-Q-EL-17,Quarterly,EL,,SCHINDLER," Check leveling operation. Clean and adjust leveling switches, hoistway vanes, magnets, and inductors. Repair and/or adjust for proper leveling",YesNo,Yes,Specific List
8.2ELQuarterly,8.2,8.2-EL-Quarterly,8.2-Q-EL-18,Quarterly,EL,,SCHINDLER,Inspect car safety mechanism clean and keep free of rust and dirt and lubrica,YesNo,Yes,Specific List
8.2ELQuarterly,8.2,8.2-EL-Quarterly,8.2-Q-EL-19,Quarterly,EL,,SCHINDLER,Check buffers for free movement and clean as required ,YesNo,Yes,Specific List
8.2ELQuinquennial,8.2,8.2-EL-Quinquennial,8.2-QQ-EL-2,Quinquennial,EL,,SCHINDLER,"Inspections as per ASME A17.1, A17.2 and
A17.3 including
Periodic Tests:
Category 5 ",YesNo,Yes,Specific List
8.2ELSemi-Annual,8.2,8.2-EL-Semi-Annual,8.2-SA-EL-1,Semi-Annual,EL,,SCHINDLER,"Inspections as per ASME A17.1, A17.2 and
A17.3 including
Periodic inspection:
Semi-Annualy
Periodic Tests:
Category 1 ",YesNo,Yes,Specific List
8.2ELSemi-Annual,8.2,8.2-EL-Semi-Annual,8.2-SA-EL-20,Semi-Annual,EL,,SCHINDLER,"Check controllers and selectors. Clean with blower, check the alignment of switches, relays, timers, contacts, hinge pins, and other controller components, adjust and lubricate. ",YesNo,Yes,Specific List
8.2ELSemi-Annual,8.2,8.2-EL-Semi-Annual,8.2-SA-EL-20A,Semi-Annual,EL,,SCHINDLER,"Check all resistance tubes and grids. Check oil in overload relays, settings, and operation of overloads. Clean and inspect fuses and holders and all controller connections ",YesNo,Yes,Specific List
8.2ELSemi-Annual,8.2,8.2-EL-Semi-Annual,8.2-SA-EL-21,Semi-Annual,EL,,SCHINDLER,"In the hoistway, examine guide rails, cams and fastenings, hoist and governor wire ropes, and a counterweight. Inspect and test the limit and terminal switches. Check and adjust car shoes, gibs, or roller guides.",YesNo,Yes,Specific List
8.2ELSemi-Annual,8.2,8.2-EL-Semi-Annual,8.2-SA-EL-21A,Semi-Annual,EL,,SCHINDLER,Adjust or replace as needed. Lubricate hoist wire ropes in accordance with ASME A17.1 Section 8.6.4.1,YesNo,Yes,Specific List
8.2ELSemi-Annual,8.2,8.2-EL-Semi-Annual,8.2-SA-EL-22,Semi-Annual,EL,,SCHINDLER," Clean all overhead beams, sills, the bottom of the platform, car tops, and hoistway walls",YesNo,Yes,Specific List
8.2ELSemi-Annual,8.2,8.2-EL-Semi-Annual,8.2-SA-EL-23,Semi-Annual,EL,,SCHINDLER, Check car and counterweight run by and clearances. Adjust to meet all ASME A17.1 requirements.,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1,Daily,ES,,SCHINDLER,DAY1:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1A,Daily,ES,,SCHINDLER,DAY2:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1AA,Daily,ES,,SCHINDLER,DAY28:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1AB,Daily,ES,,SCHINDLER,DAY29:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1AC,Daily,ES,,SCHINDLER,DAY30:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1AD,Daily,ES,,SCHINDLER,DAY31:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1B,Daily,ES,,SCHINDLER,DAY3:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1C,Daily,ES,,SCHINDLER,DAY4:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1D,Daily,ES,,SCHINDLER,DAY5:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1E,Daily,ES,,SCHINDLER,DAY6:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1F,Daily,ES,,SCHINDLER,DAY7:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1G,Daily,ES,,SCHINDLER,DAY8:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1H,Daily,ES,,SCHINDLER,DAY9:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1I,Daily,ES,,SCHINDLER,DAY10:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1J,Daily,ES,,SCHINDLER,DAY11:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1K,Daily,ES,,SCHINDLER,DAY12:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1L,Daily,ES,,SCHINDLER,DAY13:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1M,Daily,ES,,SCHINDLER,DAY14:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1N,Daily,ES,,SCHINDLER,DAY15:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1O,Daily,ES,,SCHINDLER,DAY16:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1P,Daily,ES,,SCHINDLER,DAY17:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1Q,Daily,ES,,SCHINDLER,DAY18:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1R,Daily,ES,,SCHINDLER,DAY19:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1S,Daily,ES,,SCHINDLER,DAY20:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1T,Daily,ES,,SCHINDLER,DAY21:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1U,Daily,ES,,SCHINDLER,DAY22:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1V,Daily,ES,,SCHINDLER,DAY23:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1W,Daily,ES,,SCHINDLER,DAY24:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1X,Daily,ES,,SCHINDLER,DAY25:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1Y,Daily,ES,,SCHINDLER,DAY26:  Clean treads and comb plates,YesNo,Yes,Specific List
7.4ESDaily,7.4,7.4-ES-Daily,7.4-31M-ES-1Z,Daily,ES,,SCHINDLER,DAY27:  Clean treads and comb plates,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-10,Bi-Weekly,ES,,SCHINDLER,"WEEKA: Check demarcation lights, comb lights, newel light, handrail lightsand landing lights Relamp as necessary",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-10A,Bi-Weekly,ES,,SCHINDLER,"WEEKB: Check demarcation lights, comb lights, newel light, handrail lightsand landing lights Relamp as necessary",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-11,Bi-Weekly,ES,,SCHINDLER,WEEKA: Internal Safeties ,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-11A,Bi-Weekly,ES,,SCHINDLER,WEEKB: Internal Safeties ,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-12,Bi-Weekly,ES,,SCHINDLER,"WEEKA: Check tension and operation of broken step chain (carriage) devices, ",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-12A,Bi-Weekly,ES,,SCHINDLER,"WEEKB: Check tension and operation of broken step chain (carriage) devices, ",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-13,Bi-Weekly,ES,,SCHINDLER,"WEEKA: Check all bearings, chains, belts, rollers, cables, pulleys, and other moving components to ensure they are in proper operating condition and properly adjusted ",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-13A,Bi-Weekly,ES,,SCHINDLER,"WEEKB: Check all bearings, chains, belts, rollers, cables, pulleys, and other moving components to ensure they are in proper operating condition and properly adjusted ",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-14,Bi-Weekly,ES,,SCHINDLER,"WEEKA: Check all ceiling intersection guards, deck barricades, and anti-slide devices. Replace/repair as necessary. ",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-14A,Bi-Weekly,ES,,SCHINDLER,"WEEKB: Check all ceiling intersection guards, deck barricades, and anti-slide devices. Replace/repair as necessary. ",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-2,Bi-Weekly,ES,,SCHINDLER,WEEKA:  Clean inspect controllers fault finders relays fuses switches timers shunts and contacts,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-26,Bi-Weekly,ES,,SCHINDLER,WEEKA: Inspect step lateral lateral clearance Adjust as necessary,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-26A,Bi-Weekly,ES,,SCHINDLER,WEEKB: Inspect step lateral lateral clearance Adjust as necessary,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-27,Bi-Weekly,ES,,SCHINDLER,"WEEKA: Inspect panels or covers such as balustrades, skirts, decks for newels, and ceiling intersection guards Ensure all panels, covers and trim are in place, secured, and free from excessive gaps, pinch points, sharp edges, and/or tripping hazards",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-27A,Bi-Weekly,ES,,SCHINDLER,"WEEKB: Inspect panels or covers such as balustrades, skirts, decks for newels, and ceiling intersection guards Ensure all panels, covers and trim are in place, secured, and free from excessive gaps, pinch points, sharp edges, and/or tripping hazards",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-28,Bi-Weekly,ES,,SCHINDLER,WEEKA: Inspect threshold and pit cover plates Adjust as necessary,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-28A,Bi-Weekly,ES,,SCHINDLER,WEEKB: Inspect threshold and pit cover plates Adjust as necessary,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-29,Bi-Weekly,ES,,SCHINDLER,WEEKA: Inspect all safety switches Adjust as necessary,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-29A,Bi-Weekly,ES,,SCHINDLER,WEEKB: Inspect all safety switches Adjust as necessary,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-2A,Bi-Weekly,ES,,SCHINDLER,WEEKB:  Clean inspect controllers fault finders relays fuses switches timers shunts and contacts,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-3,Bi-Weekly,ES,,SCHINDLER,WEEKA: Handrail / Handrail Safeties Lubricate and adjust handrail tension,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-34,Bi-Weekly,ES,,SCHINDLER,WEEKA: Inspect cleated risers for engagement between the riser cleats and the slots on the adjacent step tread. Adjust as necessary,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-34A,Bi-Weekly,ES,,SCHINDLER,WEEKB: Inspect cleated risers for engagement between the riser cleats and the slots on the adjacent step tread. Adjust as necessary,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-35,Bi-Weekly,ES,,SCHINDLER,WEEKA: Inspect clearance on either side of steps betweenadjacent skirt panels. Clearance shall not be greater than 3/16 inch without step safety side plates. adjust as necessary.,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-35A,Bi-Weekly,ES,,SCHINDLER,WEEKB: Inspect clearance on either side of steps betweenadjacent skirt panels. Clearance shall not be greater than 3/16 inch without step safety side plates. adjust as necessary.,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-37,Bi-Weekly,ES,,SCHINDLER,"WEEKA: Check drive motors for any irregularities, proper lubrication Lubricate and adjust as necessary",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-37A,Bi-Weekly,ES,,SCHINDLER,"WEEKB: Check drive motors for any irregularities, proper lubrication Lubricate and adjust as necessary",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-38,Bi-Weekly,ES,,SCHINDLER,WEEKA: Inspect Conveying system Maintain entrance & exit safety zones in accordance with ASME A17.1,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-38A,Bi-Weekly,ES,,SCHINDLER,WEEKB: Inspect Conveying system Maintain entrance & exit safety zones in accordance with ASME A17.1,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-3A,Bi-Weekly,ES,,SCHINDLER,WEEKB: Handrail / Handrail Safeties Lubricate and adjust handrail tension,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-4,Bi-Weekly,ES,,SCHINDLER,"WEEKA: Inspect handrail drive belts, chains, and rollers for wear, proper tension, and abnormal noise and replace as necessary ",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-4A,Bi-Weekly,ES,,SCHINDLER,"WEEKB: Inspect handrail drive belts, chains, and rollers for wear, proper tension, and abnormal noise and replace as necessary ",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-5,Bi-Weekly,ES,,SCHINDLER,"WEEKA: Brake functions shall be checked, repair as required. The brake shall be adjusted to meet all ASME A17.1 requirements and manufacturer's specifications ",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-5A,Bi-Weekly,ES,,SCHINDLER,"WEEKB: Brake functions shall be checked, repair as required. The brake shall be adjusted to meet all ASME A17.1 requirements and manufacturer's specifications ",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-6,Bi-Weekly,ES,,SCHINDLER,WEEKA: Comb Plate ! Comb Plate Teeth Remove any debris. Clean comb plate and comb plate teeth thoroughly,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-6A,Bi-Weekly,ES,,SCHINDLER,WEEKB: Comb Plate ! Comb Plate Teeth Remove any debris. Clean comb plate and comb plate teeth thoroughly,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-7,Bi-Weekly,ES,,SCHINDLER,WEEKA: Inspect all Steps ! Treads Remove any debris. Clean steps/treads thoroughly,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-7A,Bi-Weekly,ES,,SCHINDLER,WEEKB: Inspect all Steps ! Treads Remove any debris. Clean steps/treads thoroughly,YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-8,Bi-Weekly,ES,,SCHINDLER,"WEEKA: Decking and Ballistrades Treat the exposed surface of the skirt panels adjacent to the steps with a friction-reducing spray material such as Certified Laboratories ""ACCEL""; or approved equal.",YesNo,Yes,Specific List
8.2ESBi-Weekly,8.2,8.2-ES-Bi-Weekly,8.2-2M-ES-8A,Bi-Weekly,ES,,SCHINDLER,"WEEKB: Decking and Ballistrades Treat the exposed surface of the skirt panels adjacent to the steps with a friction-reducing spray material such as Certified Laboratories ""ACCEL""; or approved equal.",YesNo,Yes,Specific List
